PC Name,Caste,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %,Year
Chittorgarh,GEN,Rajasthan,Chandra Prakash Joshi,Bharatiya Janta Party,2170167,1498733,0.691,389877,0.26,2024
Cuttack,GEN,Orissa,Bhartruhari Mahtab,Bharatiya Janta Party,1571622,1120795,0.713,57077,0.051,2024
Dadra And Nagar Haveli,GEN,Dadra & Nagar Haveli,Delkar Kalaben Mohanbhai,Bharatiya Janta Party,283024,205588,0.726,57584,0.28,2024
Dakshina Kanna,GEN,Karnataka,Captain Brijesh Chowta,Bharatiya Janta Party,1817603,1415770,0.779,149208,0.105,2024
Damoh,GEN,Madhya Pradesh,Rahul Singh Lodhi,Bharatiya Janta Party,1925314,1088944,0.566,406426,0.373,2024
Darbhanga,GEN,Bihar,Gopal Jee Thakur,Bharatiya Janta Party,1781356,1024184,0.575,178156,0.174,2024
Darjeeling,GEN,West Bengal,Raju Bista,Bharatiya Janta Party,1765744,1327412,0.752,178525,0.134,2024
Darrang-Udalguri,GEN,Assam,Dilip Saikia,Bharatiya Janta Party,2209314,1811200,0.82,329012,0.182,2024
Dhanbad,GEN,Jharkhand,Dulu Mahato,Bharatiya Janta Party,2285237,1428007,0.625,331583,0.232,2024
Dharwad,GEN,Karnataka,Pralhad Joshi,Bharatiya Janta Party,1831975,1366491,0.746,97324,0.071,2024
Dhenkanal,GEN,Orissa,Rudra Narayan Pany,Bharatiya Janta Party,1529785,1191673,0.779,76567,0.064,2024
Dibrugarh,GEN,Assam,Sarbananda Sonowal,Bharatiya Janta Party,1659588,1278322,0.77,279321,0.219,2024
Durg,GEN,Chhattisgarh,Vijay Baghel,Bharatiya Janta Party,2090414,1542787,0.738,438226,0.284,2024
East Delhi,GEN,Delhi,Harsh Malhotra,Bharatiya Janta Party,2120584,1264049,0.596,93663,0.074,2024
Faridabad,GEN,Haryana,Krishan Pal,Bharatiya Janta Party,2430212,1471322,0.605,172914,0.118,2024
Gandhinagar,GEN,Gujarat,Amit Shah,Bharatiya Janta Party,2182736,1321802,0.606,744716,0.563,2024
Garhwal,GEN,Uttarakhand,Anil Baluni,Bharatiya Janta Party,1369388,737431,0.539,163503,0.222,2024
Godda,GEN,Jharkhand,Nishikant Dubey,Bharatiya Janta Party,2028154,1398204,0.689,101813,0.073,2024
Guna,GEN,Madhya Pradesh,Jyotiraditya M. Scindia,Bharatiya Janta Party,1889551,1373766,0.727,540929,0.394,2024
Gurgaon,GEN,Haryana,Rao Inderjit Singh,Bharatiya Janta Party,2573411,1601232,0.622,75079,0.047,2024
Guwahati,GEN,Assam,Bijuli Kalita Medhi,Bharatiya Janta Party,2036846,1599389,0.785,251090,0.157,2024
Gwalior,GEN,Madhya Pradesh,Bharat Singh Kushwah,Bharatiya Janta Party,2154601,1343229,0.623,70210,0.052,2024
Hamirpur,GEN,Himachal Pradesh,Anurag Singh Thakur,Bharatiya Janta Party,1432636,1047263,0.731,182357,0.174,2024
Hardwar,GEN,Uttarakhand,Trivendra Singh Rawat,Bharatiya Janta Party,2035726,1302623,0.64,164056,0.126,2024
Haveri,GEN,Karnataka,Basavaraj Bommai,Bharatiya Janta Party,1792774,1395812,0.779,43513,0.031,2024
Hazaribagh,GEN,Jharkhand,Manish Jaiswal,Bharatiya Janta Party,1939374,1264667,0.652,276686,0.219,2024
Hoshangabad,GEN,Madhya Pradesh,Darshan Singh Choudhary,Bharatiya Janta Party,1855692,1249692,0.673,431696,0.345,2024
Indore,GEN,Madhya Pradesh,Shankar Lalwani,Bharatiya Janta Party,2526803,1561968,0.618,1175092,0.752,2024
Jabalpur,GEN,Madhya Pradesh,Ashish Dubey,Bharatiya Janta Party,1896346,1158545,0.61,486674,0.42,2024
Jaipur,GEN,Rajasthan,Manju Sharma,Bharatiya Janta Party,2287350,1463258,0.64,331767,0.227,2024
Jaipur Rural,GEN,Rajasthan,Rao Rajendra Singh,Bharatiya Janta Party,2184978,1262054,0.578,1615,0.001,2024
Jalgaon,GEN,Maharashtra,Smita Uday Wagh,Bharatiya Janta Party,1994046,1169553,0.587,251594,0.215,2024
Jalore,GEN,Rajasthan,Lumbaram,Bharatiya Janta Party,2297328,1451126,0.632,201543,0.139,2024
Jamnagar,GEN,Gujarat,Poonamben Hematbhai Maadam,Bharatiya Janta Party,1817864,1051235,0.578,238008,0.226,2024
Jamshedpur,GEN,Jharkhand,Bidyut Baran Mahato,Bharatiya Janta Party,1869278,1277629,0.684,259782,0.203,2024
Jhalawar-Baran,GEN,Rajasthan,Dushyant Singh,Bharatiya Janta Party,2030525,1421331,0.7,370989,0.261,2024
Jodhpur,GEN,Rajasthan,Gajendra Singh Shekhawat,Bharatiya Janta Party,2132713,1383838,0.649,115677,0.084,2024
Junagadh,GEN,Gujarat,Chudasama Rajeshbhai Naranbhai,Bharatiya Janta Party,1795110,1068253,0.595,135494,0.127,2024
Kalahandi,GEN,Orissa,Malvika Devi,Bharatiya Janta Party,1700780,1334244,0.785,133813,0.1,2024
Kandhamal,GEN,Orissa,Sukanta Kumar Panigrahi,Bharatiya Janta Party,1339090,996091,0.744,21371,0.021,2024
Kangra,GEN,Himachal Pradesh,Dr Rajeev Bhardwaj,Bharatiya Janta Party,1502514,1036868,0.69,251895,0.243,2024
Kanthi,GEN,West Bengal,Adhikari Soumendu,Bharatiya Janta Party,1794537,1530997,0.853,47764,0.031,2024
Karimnagar,GEN,Telangana,Bandi Sanjay Kumar,Bharatiya Janta Party,1797150,1312852,0.731,225209,0.172,2024
Karnal,GEN,Haryana,Manohar Lal,Bharatiya Janta Party,2104229,1345892,0.64,232577,0.173,2024
Kaziranga,GEN,Assam,Kamakhya Prasad Tasa,Bharatiya Janta Party,2050126,1629937,0.795,248947,0.153,2024
Kendrapara,GEN,Orissa,Baijayant Panda,Bharatiya Janta Party,1792723,1277108,0.712,66536,0.052,2024
Khajuraho,GEN,Madhya Pradesh,Vishnu Datt Sharma (V.D.SHARMA),Bharatiya Janta Party,1997483,1140570,0.571,541229,0.475,2024
Khandwa,GEN,Madhya Pradesh,Gyaneshwar Patil,Bharatiya Janta Party,2112203,1512542,0.716,269971,0.178,2024
Kheda,GEN,Gujarat,Devusinh Chauhan,Bharatiya Janta Party,2007404,1175848,0.586,357758,0.304,2024
Kodarma,GEN,Jharkhand,Annpurna Devi,Bharatiya Janta Party,2205318,1369964,0.621,377014,0.275,2024
Kota,GEN,Rajasthan,Om Birla,Bharatiya Janta Party,2088023,1500157,0.719,41974,0.028,2024
Kurukshetra,GEN,Haryana,Naveen Jindal,Bharatiya Janta Party,1794300,1205872,0.672,29021,0.024,2024
Lakhimpur,GEN,Assam,Pradan Baruah,Bharatiya Janta Party,1577234,1211214,0.768,201257,0.166,2024
Madhubani,GEN,Bihar,Ashok Kumar Yadav,Bharatiya Janta Party,1934980,1027728,0.531,151945,0.148,2024
Maharajganj,GEN,Bihar,"Janardan Singh ""sigriwal""",Bharatiya Janta Party,1934937,1014109,0.524,102651,0.101,2024
Mahasamund,GEN,Chhattisgarh,Roop Kumari Choudhary,Bharatiya Janta Party,1762477,1326080,0.752,145456,0.11,2024
Mahbubnagar,GEN,Telangana,Aruna. D. K,Bharatiya Janta Party,1682470,1226078,0.729,4500,0.004,2024
Mahesana,GEN,Gujarat,Haribhai Patel,Bharatiya Janta Party,1770617,1076827,0.608,328046,0.305,2024
Maldaha Uttar,GEN,West Bengal,Khagen Murmu,Bharatiya Janta Party,1862035,1417589,0.761,77708,0.055,2024
Malkajgiri,GEN,Telangana,Eatala Rajender,Bharatiya Janta Party,3779596,1933843,0.512,391475,0.202,2024
Mandi,GEN,Himachal Pradesh,Kangna Ranaut,Bharatiya Janta Party,1364060,1015810,0.745,74755,0.074,2024
Mandsour,GEN,Madhya Pradesh,Sudheer Gupta,Bharatiya Janta Party,1898060,1433492,0.755,500655,0.349,2024
Medak,GEN,Telangana,Madhavaneni Raghunandan Rao,Bharatiya Janta Party,1828210,1386239,0.758,39139,0.028,2024
Morena,GEN,Madhya Pradesh,Shivmangal Singh Tomar,Bharatiya Janta Party,2006730,1187331,0.592,52530,0.044,2024
Mumbai North,GEN,Maharashtra,Piyush Goyal,Bharatiya Janta Party,1811942,1035493,0.572,357608,0.345,2024
Muzaffarpur,GEN,Bihar,Raj Bhushan Choudhary,Bharatiya Janta Party,1866106,1112460,0.596,234927,0.211,2024
Mysore,GEN,Karnataka,Yaduveer Krishnadatta Chamaraja Wadiyar,Bharatiya Janta Party,2092222,1484473,0.71,139262,0.094,2024
Nagpur,GEN,Maharashtra,Nitin Jairam Gadkari,Bharatiya Janta Party,2223281,1211321,0.545,137603,0.114,2024
Nainital-Udham,GEN,Uttarakhand,Ajay Bhatt,Bharatiya Janta Party,2015809,1266016,0.628,334548,0.264,2024
Navsari,GEN,Gujarat,C R Patil,Bharatiya Janta Party,2223550,1338216,0.602,773551,0.578,2024
Nawada,GEN,Bihar,Vivek Thakur,Bharatiya Janta Party,2006124,869870,0.434,67670,0.078,2024
New Delhi,GEN,Delhi,Bansuri Swaraj,Bharatiya Janta Party,1525071,847468,0.556,78370,0.092,2024
Nizamabad,GEN,Telangana,Arvind Dharmapuri,Bharatiya Janta Party,1704867,1233581,0.724,109241,0.089,2024
North East Delhi,GEN,Delhi,Manoj Tiwari,Bharatiya Janta Party,2463159,1552731,0.63,138778,0.089,2024
North Goa,GEN,Goa,Shripad Yesso Naik,Bharatiya Janta Party,580577,456018,0.786,116015,0.254,2024
Pali,GEN,Rajasthan,P. P. Chaudhary,Bharatiya Janta Party,2343232,1353842,0.578,245351,0.181,2024
Panchmahal,GEN,Gujarat,Rajpalsinh Mahendrasinh Jadav,Bharatiya Janta Party,1896743,1131497,0.597,509342,0.45,2024
Paschim Champaran,GEN,Bihar,Dr.Sanjay Jaiswal,Bharatiya Janta Party,1756078,1086256,0.619,136568,0.126,2024
Patan,GEN,Gujarat,Dabhi Bharatsinhji Shankarji,Bharatiya Janta Party,2019916,1193125,0.591,31876,0.027,2024
Patna Sahib,GEN,Bihar,Ravi Shankar Prasad,Bharatiya Janta Party,2292045,1075496,0.469,153846,0.143,2024
Porbandar,GEN,Gujarat,Dr. Mansukh Mandaviya,Bharatiya Janta Party,1768212,928977,0.525,383360,0.413,2024
Pune,GEN,Maharashtra,Murlidhar Mohol,Bharatiya Janta Party,2061276,1104572,0.536,123038,0.111,2024
Puri,GEN,Orissa,Sambit Patra,Bharatiya Janta Party,1586465,1196938,0.755,104709,0.087,2024
Purulia,GEN,West Bengal,Jyotirmay Singh Mahato,Bharatiya Janta Party,1823120,1434018,0.787,17079,0.012,2024
Purvi Champaran,GEN,Bihar,Radha Mohan Singh,Bharatiya Janta Party,1790761,1073688,0.6,88287,0.082,2024
Raiganj,GEN,West Bengal,Kartick Chandra Paul,Bharatiya Janta Party,1790245,1368471,0.764,68197,0.05,2024
Raipur,GEN,Chhattisgarh,Brijmohan Agrawal,Bharatiya Janta Party,2375379,1586755,0.668,575285,0.363,2024
Rajgarh,GEN,Madhya Pradesh,Rodmal Nagar,Bharatiya Janta Party,1875211,1428997,0.762,146089,0.102,2024
Rajkot,GEN,Gujarat,Parshottambhai Rupala,Bharatiya Janta Party,2112273,1273542,0.603,484260,0.38,2024
Rajnandgaon,GEN,Chhattisgarh,Santosh Pandey,Bharatiya Janta Party,1868021,1445765,0.774,44411,0.031,2024
Rajsamand,GEN,Rajasthan,Mahima Kumari Mewar,Bharatiya Janta Party,2060942,1213130,0.589,392223,0.323,2024
Ranchi,GEN,Jharkhand,Sanjay Seth,Bharatiya Janta Party,2197331,1447781,0.659,120512,0.083,2024
Ratnagiri - Si,GEN,Maharashtra,Narayan Tatu Rane,Bharatiya Janta Party,1451630,914038,0.63,47858,0.052,2024
Raver,GEN,Maharashtra,Khadse Raksha Nikhil,Bharatiya Janta Party,1821750,1171666,0.643,272183,0.232,2024
Rewa,GEN,Madhya Pradesh,Janardan Mishra,Bharatiya Janta Party,1852126,918129,0.495,193374,0.211,2024
Sabarkantha,GEN,Gujarat,Shobhanaben Mahendrasinh Baraiya,Bharatiya Janta Party,1976349,1269358,0.642,155682,0.123,2024
Sagar,GEN,Madhya Pradesh,Dr. Lata Wankhede,Bharatiya Janta Party,1745690,1150549,0.659,471222,0.41,2024
Sambalpur,GEN,Orissa,Dharmendra Pradhan,Bharatiya Janta Party,1499728,1196747,0.798,119836,0.1,2024
Saran,GEN,Bihar,Rajiv Pratap Rudy,Bharatiya Janta Party,1795010,1021508,0.569,13661,0.013,2024
Satara,GEN,Maharashtra,Shrimant Chh Udayanraje Pratapsinhamaharaj Bhonsle,Bharatiya Janta Party,1889740,1198004,0.634,32771,0.027,2024
Satna,GEN,Madhya Pradesh,Ganesh Singh,Bharatiya Janta Party,1705260,1058972,0.621,84949,0.08,2024
Secundrabad,GEN,Telangana,G. Kishan Reddy,Bharatiya Janta Party,2120401,1047659,0.494,49944,0.048,2024
Shimoga,GEN,Karnataka,B.Y.Raghavendra,Bharatiya Janta Party,1752885,1377224,0.786,243715,0.177,2024
Sidhi,GEN,Madhya Pradesh,Dr. Rajesh Mishra,Bharatiya Janta Party,2028451,1147264,0.566,206416,0.18,2024
Silchar,GEN,Assam,Parimal Suklabaidya,Bharatiya Janta Party,1369578,1089426,0.795,264311,0.243,2024
Sonitpur,GEN,Assam,Ranjit Dutta,Bharatiya Janta Party,1633800,1288468,0.789,361408,0.28,2024
South Delhi,GEN,Delhi,Ramvir Singh Bidhuri,Bharatiya Janta Party,2291764,1295998,0.566,124333,0.096,2024
Surat,GEN,Gujarat,Mukeshkumar Chandrakaant Dalal ( Uncontested ),Bharatiya Janta Party,1606425,0,1,1606425,1,2024
Surendranagar,GEN,Gujarat,Chandubhai Chhaganbhai Shihora,Bharatiya Janta Party,2033419,1131377,0.556,261617,0.231,2024
Tamluk,GEN,West Bengal,Abhijit Gangopadhyay,Bharatiya Janta Party,1850741,1577319,0.852,77733,0.049,2024
Tehri Garhwal,GEN,Uttarakhand,Mala Rajya Lakshmi Shah,Bharatiya Janta Party,1577664,862041,0.546,272493,0.316,2024
Thrissur,GEN,Kerala,Suresh Gopi,Bharatiya Janta Party,1483055,1090876,0.736,74686,0.068,2024
Tripura West,GEN,Tripura,Biplab Kumar Deb,Bharatiya Janta Party,1463526,1209809,0.827,611578,0.506,2024
Tumkur,GEN,Karnataka,V. Somanna,Bharatiya Janta Party,1661309,1303451,0.785,175594,0.135,2024
Udupi Chikmaga,GEN,Karnataka,Kota Srinivas Poojary,Bharatiya Janta Party,1585162,1229418,0.776,259175,0.211,2024
Ujiarpur,GEN,Bihar,Nityanand Rai,Bharatiya Janta Party,1745408,1042068,0.597,60102,0.058,2024
Uttara Kannada,GEN,Karnataka,Vishweshwar Hegde Kageri,Bharatiya Janta Party,1641156,1262761,0.769,337428,0.267,2024
Vadodara,GEN,Gujarat,Dr. Hemang Joshi,Bharatiya Janta Party,1949573,1212149,0.622,582126,0.48,2024
Vidisha,GEN,Madhya Pradesh,Shivraj Singh Chouhan,Bharatiya Janta Party,1945404,1455658,0.748,821408,0.564,2024
West Delhi,GEN,Delhi,Kamaljeet Sehrawat,Bharatiya Janta Party,2587977,1524494,0.589,199013,0.131,2024
Ahmadnagar,GEN,Maharashtra,Gandhi Dilipkumar Mansukhlal,Bharatiya Janta Party,1699408,1062318,0.625,209122,0.197,2014
Ahmedabad East,GEN,Gujarat,Paresh Rawal,Bharatiya Janta Party,1601832,985525,0.615,326633,0.331,2014
Ajmer,GEN,Rajasthan,Sanwar Lal Jat,Bharatiya Janta Party,1683292,1156314,0.687,171983,0.149,2014
Akola,GEN,Maharashtra,Dhotre Sanjay Shamrao,Bharatiya Janta Party,1646463,978491,0.594,203116,0.208,2014
Alwar,GEN,Rajasthan,Chand Nath,Bharatiya Janta Party,1628067,1062305,0.653,283895,0.267,2014
Amreli,GEN,Gujarat,Kachhadiya Naranbhai Bhikhabhai,Bharatiya Janta Party,1486286,808816,0.544,156232,0.193,2014
Anand,GEN,Gujarat,Dilip Patel,Bharatiya Janta Party,1496859,970894,0.649,63426,0.065,2014
Andaman And Nicobar Islands,GEN,Andaman & Nicobar Islands,Bishnu Pada Ray,Bharatiya Janta Party,269360,190328,0.707,7812,0.041,2014
Arrah,GEN,Bihar,Raj Kumar Singh,Bharatiya Janta Party,1832332,893213,0.488,135870,0.152,2014
Arunachal West,GEN,Arunachal Pradesh,Kiren Rijiju,Bharatiya Janta Party,446515,335665,0.752,41738,0.124,2014
Asansol,GEN,West Bengal,Babul Supriya Baral (BABUL SUPRIYO),Bharatiya Janta Party,1469684,1142395,0.777,70480,0.062,2014
Aurangabad,GEN,Bihar,Sushil Kumar Singh,Bharatiya Janta Party,1536153,786274,0.512,66347,0.084,2014
Bagalkot,GEN,Karnataka,Gaddigoudar Parvtagouda Chandanagouda,Bharatiya Janta Party,1568620,1079310,0.688,116560,0.108,2014
Balaghat,GEN,Madhya Pradesh,Bodhsingh Bhagat,Bharatiya Janta Party,1629769,1113364,0.683,96041,0.086,2014
Banaskantha,GEN,Gujarat,Chaudhary Haribhai Parthibhai,Bharatiya Janta Party,1515711,886634,0.585,202334,0.228,2014
Bangalore Central,GEN,Karnataka,P.C. Mohan,Bharatiya Janta Party,1931663,1074589,0.556,137500,0.128,2014
Bangalore North,GEN,Karnataka,D.V Sadananda Gowda,Bharatiya Janta Party,2401472,1356718,0.565,229764,0.169,2014
Bangalore South,GEN,Karnataka,Ananth Kumar,Bharatiya Janta Party,1999882,1113726,0.557,228575,0.205,2014
Barmer,GEN,Rajasthan,Col. Sona Ram,Bharatiya Janta Party,1677582,1219119,0.727,87461,0.072,2014
Beed,GEN,Maharashtra,Munde Gopinathrao Pandurang,Bharatiya Janta Party,1792650,1232202,0.687,136454,0.111,2014
Begusarai,GEN,Bihar,Bhola Singh,Bharatiya Janta Party,1778759,1077855,0.606,58335,0.054,2014
Belgaum,GEN,Karnataka,Angadi Suresh Channabasappa,Bharatiya Janta Party,1581017,1078547,0.682,75860,0.07,2014
Bhandara - Gondiya,GEN,Maharashtra,Nanabhau Falgunrao Patole,Bharatiya Janta Party,1656284,1197196,0.723,149254,0.125,2014
Bharuch,GEN,Gujarat,Vasava Mansukhbhai Dhanjibhai,Bharatiya Janta Party,1417548,1060211,0.748,153273,0.145,2014
Bhavnagar,GEN,Gujarat,Dr. Bharatiben Dhirubhai Shiyal,Bharatiya Janta Party,1594531,917402,0.575,295488,0.322,2014
Bhilwara,GEN,Rajasthan,Subhash Baheria,Bharatiya Janta Party,1754877,1104090,0.629,246264,0.223,2014
Bhiwandi,GEN,Maharashtra,Kapil Moreshwar Patil,Bharatiya Janta Party,1696589,875605,0.516,109450,0.125,2014
Bhiwani-Mahendragarh,GEN,Haryana,Dharambir S/o Bhale Ram,Bharatiya Janta Party,1473912,1030431,0.699,129394,0.126,2014
Bhopal,GEN,Madhya Pradesh,Alok Sanjar,Bharatiya Janta Party,1956936,1130182,0.578,370696,0.328,2014
Bidar,GEN,Karnataka,Bhagwanth Khuba,Bharatiya Janta Party,1600962,959384,0.599,92222,0.096,2014
Bilaspur,GEN,Chhattisgarh,Lakhan Lal Sahu,Bharatiya Janta Party,1727325,1090457,0.631,176436,0.162,2014
Buxar,GEN,Bihar,Ashwini Kumar Choubey,Bharatiya Janta Party,1640567,888204,0.541,132338,0.149,2014
Chandigarh,GEN,Chandigarh,Kher Kirron Anupam,Bharatiya Janta Party,615214,453455,0.737,69642,0.154,2014
Chandni Chowk,GEN,Delhi,Dr. Harsh Vardhan,Bharatiya Janta Party,1447228,981863,0.678,136320,0.139,2014
Chandrapur,GEN,Maharashtra,Ahir Hansraj Gangaram,Bharatiya Janta Party,1753690,1109743,0.633,236269,0.213,2014
Chatra,GEN,Jharkhand,Sunil Kumar Singh,Bharatiya Janta Party,1312545,712971,0.543,178026,0.25,2014
Chittorgarh,GEN,Rajasthan,Chandra Prakash Joshi,Bharatiya Janta Party,1818147,1172629,0.645,316857,0.27,2014
Churu,GEN,Rajasthan,Rahul Kaswan,Bharatiya Janta Party,1753825,1131104,0.645,294739,0.261,2014
Dadra And Nagar Haveli,GEN,Dadra & Nagar Haveli,Patel Natubhai Gomanbhai,Bharatiya Janta Party,196617,165286,0.841,6214,0.038,2014
Dakshina Kannada,GEN,Karnataka,Nalin Kumar Kateel,Bharatiya Janta Party,1565281,1207474,0.771,143709,0.119,2014
Daman And Diu,GEN,Daman & Diu,Patel Lalubhai Babubhai,Bharatiya Janta Party,111827,87233,0.78,9222,0.106,2014
Damoh,GEN,Madhya Pradesh,Prahalad Singh Patel,Bharatiya Janta Party,1651106,912080,0.552,213299,0.234,2014
Darbhanga,GEN,Bihar,Kirti Azad,Bharatiya Janta Party,1495446,828342,0.554,35043,0.042,2014
Darjeeling,GEN,West Bengal,S.S.Ahluwalia,Bharatiya Janta Party,1437126,1142009,0.795,197239,0.173,2014
Davanagere,GEN,Karnataka,G M Siddeshwara,Bharatiya Janta Party,1522712,1114868,0.732,17607,0.016,2014
Dhanbad,GEN,Jharkhand,Pashupati Nath Singh,Bharatiya Janta Party,1889994,1143902,0.605,292954,0.256,2014
Dharwad,GEN,Karnataka,Pralhad Joshi,Bharatiya Janta Party,1579024,1041226,0.659,113657,0.109,2014
Dhule,GEN,Maharashtra,Dr. Bhamre Subhash Ramrao,Bharatiya Janta Party,1674469,983083,0.587,130723,0.133,2014
Dibrugarh,GEN,Assam,Rameswar Teli,Bharatiya Janta Party,1124305,890968,0.793,185347,0.208,2014
East Delhi,GEN,Delhi,Maheish Girri,Bharatiya Janta Party,1829578,1196336,0.654,190463,0.159,2014
Faridabad,GEN,Haryana,Krishan Pal,Bharatiya Janta Party,1740352,1130726,0.65,466873,0.413,2014
Gandhinagar,GEN,Gujarat,L.K.Advani,Bharatiya Janta Party,1733972,1135495,0.655,483121,0.425,2014
Garhwal,GEN,Uttarakhand,(MAJ GEN (RETD.) ) BHUWAN CHANDRA KHANDURI (AVSM),Bharatiya Janta Party,1269083,682024,0.537,184526,0.271,2014
Gauhati,GEN,Assam,Bijoya Chakravarty,Bharatiya Janta Party,1922270,1511729,0.786,315784,0.209,2014
Giridih,GEN,Jharkhand,Ravindra Kumar Pandey,Bharatiya Janta Party,1515137,969997,0.64,40313,0.042,2014
Godda,GEN,Jharkhand,Nishikant Dubey,Bharatiya Janta Party,1590628,1049442,0.66,60682,0.058,2014
Gurdaspur,GEN,Punjab,Vinod Khanna,Bharatiya Janta Party,1500337,1042699,0.695,136065,0.13,2014
Gurgaon,GEN,Haryana,Inderjit Singh Rao,Bharatiya Janta Party,1845623,1320619,0.716,274722,0.208,2014
Gwalior,GEN,Madhya Pradesh,Narendra Singh Tomar,Bharatiya Janta Party,1877003,990912,0.528,29699,0.03,2014
Hamirpur,GEN,Himachal Pradesh,Anurag Singh Thakur,Bharatiya Janta Party,1247699,835205,0.669,98403,0.118,2014
Hardwar,GEN,Uttarakhand,Ramesh Pokhriyal Nishank,Bharatiya Janta Party,1642873,1175692,0.716,177822,0.151,2014
Haveri,GEN,Karnataka,Udasi Shivakumar Channabasappa,Bharatiya Janta Party,1558749,1115968,0.716,87571,0.078,2014
Hazaribagh,GEN,Jharkhand,Jayant Sinha,Bharatiya Janta Party,1518831,967152,0.637,159128,0.165,2014
Hoshangabad,GEN,Madhya Pradesh,Uday Pratap Singh,Bharatiya Janta Party,1568127,1031175,0.658,389960,0.378,2014
Indore,GEN,Madhya Pradesh,Sumitra Mahajan (TAI),Bharatiya Janta Party,2115303,1316817,0.623,466901,0.355,2014
Jabalpur,GEN,Madhya Pradesh,Rakesh Singh,Bharatiya Janta Party,1711683,1002184,0.586,208639,0.208,2014
Jaipur,GEN,Rajasthan,Ramcharan Bohara,Bharatiya Janta Party,1957818,1296806,0.662,539345,0.416,2014
Jaipur Rural,GEN,Rajasthan,Rajyavardhan Singh Rathore,Bharatiya Janta Party,1699462,1013691,0.597,332896,0.328,2014
Jalgaon,GEN,Maharashtra,A.T. Nana Patil,Bharatiya Janta Party,1707933,990332,0.58,383525,0.387,2014
Jalna,GEN,Maharashtra,Danve Raosaheb Dadarao,Bharatiya Janta Party,1612054,1066259,0.661,206798,0.194,2014
Jalore,GEN,Rajasthan,Devji Patel,Bharatiya Janta Party,1824968,1087272,0.596,381145,0.351,2014
Jammu,GEN,Jammu & Kashmir,Jugal Kishore,Bharatiya Janta Party,1848155,1253593,0.678,257280,0.205,2014
Jamnagar,GEN,Gujarat,Poonamben Hematbhai Maadam,Bharatiya Janta Party,1470952,852643,0.58,175289,0.206,2014
Jamshedpur,GEN,Jharkhand,Bidyut Baran Mahato,Bharatiya Janta Party,1581665,1049140,0.663,99876,0.095,2014
Jhalawar-Baran,GEN,Rajasthan,Dushyant Singh,Bharatiya Janta Party,1669842,1146364,0.687,281546,0.246,2014
Jhanjharpur,GEN,Bihar,Birendra Kumar Chaudhary,Bharatiya Janta Party,1650753,941249,0.57,55408,0.059,2014
Jhunjhunu,GEN,Rajasthan,Santosh Ahlawat,Bharatiya Janta Party,1696788,1006465,0.593,233835,0.232,2014
Jodhpur,GEN,Rajasthan,Gajendrasingh Shekhawat,Bharatiya Janta Party,1727363,1078598,0.624,410051,0.38,2014
Jorhat,GEN,Assam,Kamakhya Prasad Tasa,Bharatiya Janta Party,1234448,931336,0.755,102420,0.11,2014
Junagadh,GEN,Gujarat,Chudasama Rajeshbhai Naranbhai,Bharatiya Janta Party,1485543,941378,0.634,135832,0.144,2014
Kangra,GEN,Himachal Pradesh,Shanta Kumar,Bharatiya Janta Party,1258601,799445,0.635,170072,0.213,2014
Kanniyakumari,GEN,Tamil Nadu,Radhakrishnan P.,Bharatiya Janta Party,1467796,990742,0.675,128662,0.13,2014
Karnal,GEN,Haryana,Ashwini Kumar,Bharatiya Janta Party,1684321,1193500,0.709,360147,0.302,2014
Khajuraho,GEN,Madhya Pradesh,Nagendra Singh,Bharatiya Janta Party,1702794,874477,0.514,247490,0.283,2014
Khandwa,GEN,Madhya Pradesh,Nandkumar Singh Chouhan (NANDU BHAIYA),Bharatiya Janta Party,1759410,1257327,0.715,259714,0.207,2014
Kheda,GEN,Gujarat,Chauhan Devusinh Jesingbhai (CHAUHAN DEVUSINH),Bharatiya Janta Party,1599476,955906,0.598,232901,0.244,2014
Kodarma,GEN,Jharkhand,Ravindra Kr. Ray,Bharatiya Janta Party,1639629,1024906,0.625,98654,0.096,2014
Koppal,GEN,Karnataka,Karadi Sanganna Amarappa,Bharatiya Janta Party,1535105,1006508,0.656,32414,0.032,2014
Korba,GEN,Chhattisgarh,Dr. Banshilal Mahto,Bharatiya Janta Party,1419610,1052720,0.742,4265,0.004,2014
Kota,GEN,Rajasthan,Om Birla,Bharatiya Janta Party,1744539,1154960,0.662,200782,0.174,2014
Kurukshetra,GEN,Haryana,Raj Kumar Saini,Bharatiya Janta Party,1498459,1135892,0.758,129736,0.114,2014
Ladakh,GEN,Jammu & Kashmir,Thupstan Chhewang,Bharatiya Janta Party,166763,118029,0.708,36,0,2014
Lakhimpur,GEN,Assam,Sarbananda Sonowal,Bharatiya Janta Party,1430994,1111975,0.777,292138,0.263,2014
